"fid","date","maxave","minave","totals","vprph09","vprph15"
1,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
1,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
1,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
1,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
1,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
1,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
1,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
1,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
2,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
2,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
2,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
2,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
2,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
2,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
2,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
2,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
3,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
3,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
3,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
3,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
3,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
3,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
3,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
3,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
4,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
4,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
4,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
4,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
4,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
4,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
4,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
4,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
5,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
5,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
5,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
5,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
5,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
5,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
5,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
5,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
6,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
6,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
6,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
6,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
6,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
6,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
6,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
6,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
7,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
7,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
7,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
7,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
7,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
7,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
7,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
7,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
8,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
8,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
8,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
8,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
8,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
8,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
8,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
8,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
9,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
9,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
9,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
9,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
9,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
9,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
9,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
9,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
10,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
10,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
10,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
10,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
10,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
10,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
10,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
10,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
11,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
11,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
11,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
11,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
11,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
11,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
11,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
11,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
12,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
12,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
12,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
12,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
12,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
12,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
12,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
12,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
13,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
13,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
13,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
13,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
13,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
13,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
13,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
13,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
14,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
14,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
14,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
14,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
14,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
14,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
14,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
14,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
15,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
15,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
15,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
15,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
15,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
15,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
15,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
15,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
16,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
16,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
16,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
16,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
16,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
16,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
16,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
16,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
17,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
17,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
17,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
17,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
17,2011-04-13,13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
17,2011-04-14,15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
17,2011-04-15,19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
17,2011-04-16,19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
18,2011-04-09,24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
18,2011-04-10,15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
18,2011-04-11,14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
18,2011-04-12,12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
